Species,Latitude,Longitude,Tavg,PrecipTotal,DewPoint,R_Humid,day,month,year,loc_weight,WnvPresent
CULEX RESTUANS,41.678618,-87.559308,70.78571428571429,0.0007142857142856371,59.35714285714285,67.1629470954341,14,9,2009,0.48580966648560464,0
CULEX PIPIENS/RESTUANS,41.753411,-87.63981700000002,70.78571428571429,0.0007142857142856371,59.35714285714285,67.1629470954341,14,9,2009,0.4826771603222691,0
CULEX PIPIENS,41.773215,-87.60088,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48842907215258885,0
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48842907215258885,0
CULEX RESTUANS,41.773215,-87.60088,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48842907215258885,0
CULEX RESTUANS,41.89923,-87.716788,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48561532564673227,0
CULEX PIPIENS,41.903002,-87.68826700000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.903002,-87.68826700000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.867108,-87.654224,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4936430099496714,0
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4936430099496714,0
CULEX RESTUANS,41.867108,-87.654224,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4936430099496714,0
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48531596403402405,0
CULEX RESTUANS,41.868142,-87.696269,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48531596403402405,0
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4847382210571643,0
CULEX PIPIENS,41.904194,-87.756155,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.904194,-87.756155,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.906638,-87.701431,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4931715413159458,0
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4931715413159458,0
CULEX PIPIENS,41.911824,-87.726737,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48480431291451015,0
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48480431291451015,0
CULEX RESTUANS,41.911824,-87.726737,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48480431291451015,0
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4794111958336698,0
CULEX PIPIENS/RESTUANS,41.94722700000001,-87.67145699999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47634399270268396,0
CULEX RESTUANS,41.94722700000001,-87.67145699999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47634399270268396,0
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47035201316698577,0
CULEX RESTUANS,41.921965,-87.632085,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47035201316698577,0
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4659678662144134,0
CULEX PIPIENS/RESTUANS,41.768388,-87.678649,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47079956339367013,0
CULEX PIPIENS,41.704572,-87.56566600000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4735701195188109,0
CULEX PIPIENS/RESTUANS,41.704572,-87.56566600000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4735701195188109,0
CULEX PIPIENS,41.846075,-87.716277,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4729718786261376,0
CULEX PIPIENS/RESTUANS,41.846075,-87.716277,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4729718786261376,0
CULEX RESTUANS,41.846075,-87.716277,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4729718786261376,0
CULEX PIPIENS/RESTUANS,41.891118,-87.65449100000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4869147432103978,0
CULEX RESTUANS,41.891118,-87.65449100000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4869147432103978,0
CULEX PIPIENS,41.932094,-87.700117,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4842935764414725,0
CULEX PIPIENS/RESTUANS,41.932094,-87.700117,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4842935764414725,0
CULEX RESTUANS,41.932094,-87.700117,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4842935764414725,0
CULEX PIPIENS/RESTUANS,41.94016,-87.794896,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.492121708227667,0
CULEX RESTUANS,41.94016,-87.794896,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.492121708227667,0
CULEX PIPIENS/RESTUANS,41.704336,-87.70373599999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.800737,-87.71188000000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47422919084992476,0
CULEX PIPIENS,41.944869,-87.832763,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.680946,-87.535198,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4889440221938522,0
CULEX RESTUANS,41.680946,-87.535198,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4889440221938522,0
CULEX PIPIENS/RESTUANS,41.948167,-87.730698,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.49662718656014293,0
CULEX RESTUANS,41.948167,-87.730698,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.49662718656014293,0
CULEX PIPIENS/RESTUANS,41.82561,-87.726549,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47797408212468867,0
CULEX RESTUANS,41.82561,-87.726549,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47797408212468867,0
CULEX PIPIENS/RESTUANS,41.951866,-87.72505699999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.951866,-87.72505699999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.822536,-87.66634300000003,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4772277908131426,0
CULEX PIPIENS/RESTUANS,41.822536,-87.66634300000003,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4772277908131426,0
CULEX PIPIENS/RESTUANS,41.659112,-87.53869300000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.95469,-87.800991,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.662014,-87.72460799999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48677151223684967,0
CULEX PIPIENS/RESTUANS,41.662014,-87.72460799999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48677151223684967,0
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48230808723598334,0
CULEX PIPIENS,41.964242,-87.757639,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48257335301900306,0
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48257335301900306,0
CULEX TERRITANS,41.964242,-87.757639,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48257335301900306,0
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48841661651329427,0
CULEX PIPIENS,41.973845,-87.805059,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.490208898823422,0
CULEX PIPIENS/RESTUANS,41.973845,-87.805059,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.490208898823422,0
CULEX RESTUANS,41.973845,-87.805059,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.490208898823422,0
CULEX PIPIENS/RESTUANS,41.798697,-87.736812,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48662447742142056,0
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4751330497145399,0
CULEX PIPIENS/RESTUANS,41.960616,-87.777189,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48773569529080923,0
CULEX RESTUANS,41.960616,-87.777189,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48773569529080923,0
CULEX PIPIENS,41.991429,-87.747113,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47735216287920396,0
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47735216287920396,0
CULEX RESTUANS,41.991429,-87.747113,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47735216287920396,0
CULEX PIPIENS,41.923738,-87.785288,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.923738,-87.785288,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.923738,-87.785288,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.776156,-87.778927,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48514395674313165,0
CULEX PIPIENS/RESTUANS,41.77166,-87.703047,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4799725618962382,0
CULEX RESTUANS,41.77166,-87.703047,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4799725618962382,0
CULEX PIPIENS/RESTUANS,42.008314,-87.77792099999998,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47081199614567326,0
CULEX PIPIENS,41.916265,-87.800515,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4915190322191352,0
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4915190322191352,0
CULEX RESTUANS,41.916265,-87.800515,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4915190322191352,0
CULEX RESTUANS,41.766202,-87.562889,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47739026956706376,0
CULEX PIPIENS,42.011601,-87.81150600000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47253726957312453,0
CULEX PIPIENS/RESTUANS,42.011601,-87.81150600000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47253726957312453,0
CULEX RESTUANS,42.011601,-87.81150600000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.47253726957312453,0
CULEX PIPIENS/RESTUANS,42.01743,-87.68776899999997,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.46228716054180086,0
CULEX PIPIENS,41.754292,-87.590773,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4924957699095768,0
CULEX PIPIENS/RESTUANS,41.743402,-87.731435,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.743402,-87.731435,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.732984,-87.649642,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4761594604717097,0
CULEX RESTUANS,41.732984,-87.649642,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4761594604717097,0
CULEX PIPIENS/RESTUANS,41.99247800000001,-87.862995,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48078168856272696,0
CULEX PIPIENS,41.728495,-87.60096300000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48878740027915324,0
CULEX PIPIENS/RESTUANS,41.728495,-87.60096300000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48878740027915324,0
CULEX RESTUANS,41.728495,-87.60096300000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48878740027915324,0
CULEX PIPIENS,41.974689,-87.890615,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.974689,-87.890615,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.974689,-87.890615,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.957799,-87.930995,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.740641,-87.546587,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4702356240700402,0
CULEX PIPIENS/RESTUANS,41.740641,-87.546587,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4702356240700402,0
CULEX RESTUANS,41.740641,-87.546587,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4702356240700402,0
CULEX PIPIENS,41.750498,-87.605294,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.750498,-87.605294,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.750498,-87.605294,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.72646500000001,-87.585413,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48440481444484085,0
CULEX PIPIENS/RESTUANS,41.72646500000001,-87.585413,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48440481444484085,0
CULEX PIPIENS,41.678618,-87.559308,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48580966648560464,0
CULEX PIPIENS/RESTUANS,41.678618,-87.559308,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48580966648560464,0
CULEX RESTUANS,41.678618,-87.559308,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.48580966648560464,0
CULEX PIPIENS,41.723195,-87.64997,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4738208155923462,0
CULEX PIPIENS/RESTUANS,41.753411,-87.63981700000002,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.4826771603222691,0
CULEX PIPIENS/RESTUANS,41.868077,-87.666901,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX RESTUANS,41.868077,-87.666901,68.78571428571429,0.0007142857142856371,56.214285714285715,64.23043730339262,17,9,2009,0.5,0
CULEX PIPIENS,41.773215,-87.60088,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48842907215258885,0
CULEX PIPIENS/RESTUANS,41.773215,-87.60088,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48842907215258885,0
CULEX PIPIENS/RESTUANS,41.89923,-87.716788,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48561532564673227,0
CULEX PIPIENS,41.903002,-87.68826700000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.903002,-87.68826700000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX RESTUANS,41.903002,-87.68826700000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4936430099496714,0
CULEX RESTUANS,41.867108,-87.654224,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4936430099496714,0
CULEX PIPIENS,41.868142,-87.696269,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48531596403402405,0
CULEX PIPIENS/RESTUANS,41.868142,-87.696269,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48531596403402405,0
CULEX RESTUANS,41.868142,-87.696269,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48531596403402405,0
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4847382210571643,0
CULEX PIPIENS/RESTUANS,41.904194,-87.756155,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS,41.906638,-87.701431,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4931715413159458,0
CULEX PIPIENS/RESTUANS,41.906638,-87.701431,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4931715413159458,0
CULEX PIPIENS/RESTUANS,41.907645,-87.760886,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.49707204158158086,0
CULEX PIPIENS,41.911824,-87.726737,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48480431291451015,0
CULEX PIPIENS/RESTUANS,41.911824,-87.726737,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48480431291451015,0
CULEX PIPIENS,41.720848,-87.666014,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4794111958336698,0
CULEX PIPIENS/RESTUANS,41.720848,-87.666014,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4794111958336698,0
CULEX PIPIENS/RESTUANS,41.94722700000001,-87.67145699999998,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.47634399270268396,0
CULEX PIPIENS/RESTUANS,41.921965,-87.632085,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.47035201316698577,0
CULEX RESTUANS,41.921965,-87.632085,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.47035201316698577,0
CULEX PIPIENS/RESTUANS,41.801179,-87.679447,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4659678662144134,0
CULEX PIPIENS,41.704572,-87.56566600000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4735701195188109,0
CULEX PIPIENS,41.846075,-87.716277,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4729718786261376,0
CULEX PIPIENS/RESTUANS,41.846075,-87.716277,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4729718786261376,0
CULEX PIPIENS/RESTUANS,41.891118,-87.65449100000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4869147432103978,0
CULEX PIPIENS/RESTUANS,41.932094,-87.700117,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4842935764414725,0
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48497498980865306,0
CULEX PIPIENS/RESTUANS,41.94016,-87.794896,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.492121708227667,0
CULEX PIPIENS,41.704336,-87.70373599999998,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.704336,-87.70373599999998,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.682587,-87.707973,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.800737,-87.71188000000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.47422919084992476,0
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX RESTUANS,41.944869,-87.832763,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.680946,-87.535198,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4889440221938522,0
CULEX PIPIENS,41.948167,-87.730698,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.49662718656014293,0
CULEX PIPIENS/RESTUANS,41.948167,-87.730698,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.49662718656014293,0
CULEX PIPIENS,41.82561,-87.726549,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.47797408212468867,0
CULEX PIPIENS,41.951866,-87.72505699999998,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.951866,-87.72505699999998,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.822536,-87.66634300000003,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.4772277908131426,0
CULEX PIPIENS,41.659112,-87.53869300000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.659112,-87.53869300000002,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS,41.95469,-87.800991,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX RESTUANS,41.95469,-87.800991,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.662014,-87.72460799999998,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48677151223684967,0
CULEX PIPIENS,41.963976,-87.69181,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48230808723598334,0
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48230808723598334,0
CULEX RESTUANS,41.963976,-87.69181,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48230808723598334,0
CULEX PIPIENS,41.964242,-87.757639,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48257335301900306,0
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48257335301900306,0
CULEX PIPIENS,41.925198,-87.746381,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48841661651329427,0
CULEX PIPIENS/RESTUANS,41.925198,-87.746381,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48841661651329427,0
CULEX RESTUANS,41.925198,-87.746381,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.48841661651329427,0
CULEX PIPIENS,41.801498,-87.763416,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX RESTUANS,41.801498,-87.763416,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.5,0
CULEX PIPIENS/RESTUANS,41.803423,-87.642984,66.64285714285714,0.10071428571428563,59.64285714285714,78.20840832178627,25,9,2009,0.46751311139474866,0
